Codigo,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Ingredient 16,Ingredient 17,Ingredient 18,Ingredient 19,Ingredient 20,Ingredient 21,Ingredient 22,Ingredient 23,Ingredient 24,Ingredient 25,Ingredient 26,Ingredient 27,Ingredient 28,Ingredient 29,Ingredient 30,Ingredient 31,Ingredient 32,Ingredient 33,Ingredient 34,Ingredient 35,Ingredient 36,Ingredient 37,Ingredient 38,Ingredient 39,Ingredient 40,Ingredient 41,Ingredient 42,Ingredient 43,Ingredient 44,Ingredient 45,Ingredient 46,Ingredient 47,Ingredient 48,Ingredient 49,Ingredient 50,Ingredient 51,Ingredient 52,Ingredient 53,Ingredient 54,Ingredient 55,Ingredient 56,,,,,
7790396104095,Jabon Tocador Heno de Pravia ORIGINAL,100 gr,Cuidado Personal;Cuidado Corporal;Jabones,,21,Sodium Tallowate,Sodium Cocoate,Aqua,Parfum,Glycerin,Phosphoric Acid,Sodium Chloride,Sodium Hydroxide,Cinnamyl alcohol,Citronellol,Coumarin,Eugenol,Geraniol,Linalool,Etidronic Acid,Tetrasodium EDTA,Tetrasodium Etidronate,CI 11680 (Pigment yellow 1),CI 12490 (pigment red 5),CI 74260 (Pigment green 7),CI 77891 (Titanium Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891010619442,Enj Bucal LISTERINE Cool Mint Zero Alcohol,250 ml,Cuidado Personal;Cuidado Oral;Enjuague Bucal,,14,Aqua,Sorbitol,Propylene Glycol,Sodium Lauryl Sulfate,Polxamer 407,Eucalyptol,Benzoic Acid,Sodium Benzoate,Thymol,Sodium Saccharin,Menthol,Aroma (d-Limonene),Sucralose,CI 42053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790010681650,Johnson's baby acondicionador fragancia prolongada,,Cuidado del Bebé;Para el Baño,,13,Aqua,ACetearyl lcohol,Hydroxyethylcellulose,Distearyldimonium Chloride,Phenoxyethanol,Glycerin,Behentrimonium Methosulfate/cetyl Alcohol/Butylene Glycol,Cetyl Esters,Methyl Salicylate,Sodium Benzoate,Parfum,Tocopheryl Acetate,Citric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791293038025,Jabon Tocador Suave pepino & Aloe,3 x 90 gr,Cuidado Personal;Cuidado Corporal;Jabones,,20,Sodium Stearate,Sodium Oleate,Sodium Palmitate,Sodium Linolate,Sodium Laurate,Sodium Myristate,Aqua,Glycerin,Sodium Chloride,Coconut Acid,Parfum,Tetrasodium EDTA,Etidronic Acid,CI 47005,CI 74260,Benzyl Alcohol,Benzyl Salicylate,Citronelllol,Hexyl Cinnamal,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791293033075,Crema corporal St Ives iel renovada,532 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,23,Aqua,Glycerin,Stearic Acid,Glycine Soja Oil,Glycol Stearate,Dimethicone,Glyceryl Stearate,Triethanolamine,Cetyl Alcohol,Phenoxyethanol,Caprylyl Glycol,Carbomer,Hydroxyethylcellulose,Parfum,Disodium EDTA,BHT,Stearamide AMP,Hydrolyzed Collagen,Hydrolyzed Elastin,Benzyl Alcohol,Benzyl Salicylate,Isoeugenol,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901030661860,Dove Crema nutritiva enriquecida,75 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,"Aclara ingredientes correctos al momento de la publicación, consultar siempre el envase",27,Aqua,Paraffinum Liquidum,Glycerin,Palmitic Acid,Stearic Acid,Glycol Stearate,Glyceryl Stearate,Triethanolamine,Paraffin,Cetyl Alcohol,Microcrystalline Wax,Phenoxyethanol,Methylparaben,Parfum,Magnesium Aluminum Silicate,Carbomer,Propylparaben,Stearamide AMP,Disodium EDTA,Butylated Hydroxytoluene,Tocopherol,Alpha-Isomethyl Ionone,Citronellol,Hexyl Cinnamal,Limonene,Linalool,CI 77891 (Titanium Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005800137570,Atrix Intensive crema para manos,60 ml/58 gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,Sin colorantes artificiales Dermatolpogicamente probada,23,Aqua,Cetyl Alcohol,Glycerin,Myristyl Alcohol,Sorbitan Stearate,Isopropyl Palmitate,Trilaureth-4 Phosphate,Cera Microcristallina,Octyldodecanol,Dimethicone,Chamomilla Recutita Flower Extract,Paraffinum Liquidum,Caprylic/Capric Triglyceride,Sodium Citrate,Citric Acid,Phenoxyethanol,Methylparaben,Linalool,Citronellol,Limonene,Alpha-Isomethyl Ionone,Eugenol,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650240024689,Tí­o Nacho Acondicionador Anti-Edad Jalea Real,415 ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,Con ingredientes de origen natural,23,Aqua,Cetyl Alcohol,Glyceril Stearate,Stearamidopropyl Dimethylamine,Cetearyl Alcohol,Amodimethicone Morpholinomethyl Silsesquioxane,Polysorbate 20,Mineral Oil,Hydroxyethylcellulose,Lactic Acid,Quaternium-70,Propylene Glycol,Parfum,Methylparaben,Imidazolidinyl Urea,Aloe barbadensis Leaf Extract,Chamomilla recutita Leaf Extract,Royal Jelly Extract,Triticum vulgare Seed Extract,Propylparaben,Caramel,CI 19140,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798140259930,Tí­o Nacho Tratamiento Capilar reparador Aloe puro,300 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Con ingredientes de origen natural,25,Aqua,PEG-7 Glyceryl Cocoate,Glycerin,Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate,Hydroxyethylcellulose,PEG-150 Distearate,Phenoxyethanol,Polyquaternium-37,Creatine,Parfum,Polyquaternium-10,Quaternium-80,Caprylyl Glycol,Citric Acid,Disodium EDTA,Aloe barbadensis Leaf Juice Powder,Royal Jelly,Soy Amino Acids,Wheat Amino Acids,Serine,Benzoate,Benzyl Salicylate,Hexyl Cinnamal,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791001002140,Biferdil bálsamo BA con filtro UV,395 g/400 ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,No testeado en animales,21,Water,Cetearyl Alcohol,Amodimethicone,Trideceth 12,Cetrimonium Chloride,Phenyltrimethicone,Poliquaternium 7,Cetrimonium Chloride,PEG 60 Lanolin,Wheat Proteins,Glyceryl Linoleate,Glyceryl Linolenate,Glyceryl Arachidonate,Cetyl Lactate,Lanolin,Octyl Methoxy Cinnamate,Fragance,Citric Acid,Citronellol,2-(4-Ter-Butylbenzyl( Propional,Benzyl Salicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792640007206,CAPILATIS Shampoo Dermo Protector,420 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,No irritante,13,Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Lauryl Glucoside,Hydrolyzed Collagen,Polysorbate 80,Glycerin,Gossypium herbaceum Seed Extract,Water,Methylparaben,CI 42090,CI 77013,Citric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790299000081,Crema SAPOLAN ferrini Tradicional,145 gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,6,Paraffinum Liquidum,,Lanolin,Sodium Borate,Fragance,Water,Phenyl Salicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791293034553,Gel Dental Close Up White Attraction Men,90 gr/67 ml,Cuidado Personal;Cuidado Oral;Crema Dental,Contiene sacarina Recomendado solo para mayores de 12 años El producto puede provocar algunas manchas en los tejidos,18,Sorbitol,Aqua,Hydrated Silica,Sodium Lauryl Sulfate,PEG-32,Aroma,Cellulose Gum,Trisodium Phosphate,Sodium Fluoride,Sodium Saccharin,PVM/MA Copolymer,Mica,CI 74160,CI 42090,Titanium Dioxide,Benzyl Alcohol,Limonene,Eugenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500435128612,PANTENE Shampoo Micelar Purifica & hidrata,,Cuidado Personal;Cuidado del Cabello;Shampoo,,20,Aqua,Sodium Laureth Sulfate,Sodium Lauryl Sulfate,Cocamidopropyl Betaine,Citric Acid,Soodium Citrate,Sodium Xylenesulfonate,Parfum,Cocamide Mea,Sodium Chloride,Sodium Benzoate,Tetrasodium EDTA,Trisodium Ethylenediamine Disuccinate,Guar Hydroxypropyltrimonium Chloride,Panthenol,Panthenyl Ethyl Ether,Hexyl Cinnanal,Hydroxicitronellal,Methylchloroisothiazolinone,Methylisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896015527457,Parodontax Flúor,90 gr,Cuidado Personal;Cuidado Oral;Crema Dental,,15,Aqua,Glycerin,Flavor (Mentha piperita oil,Mentha arvensis Leaf Oil),Krameria triandra Root Extract,Echinacea purpurea Extract,Xanthan Gum,Commiphora myrrha Resin Extract,Chamomilla recutita Flower Extract,Salvia officinalis Leaf Extract,Sodium Saccharin,CI 77491,Sodium Bicarbonate,Cocamidopropyl Betaine,Sodium Fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798214898706,JACTAN'S Máscara Facial Regeneradora anti age con colágeno,,Cuidado Personal;Cuidado Facial;Hidratantes,,29,Water,Glycerin,Butylene Glycol,Glycereth-26,Betaine,Panthenol,Hydrolyzed Collagen,Cucumis Sativus Fruit Extract,Aloe Barbadensis Leaf Extract,Chamomilla Recutita Flower Extract,Aloe Barbadensis Leaf Juice Powder,Artemisia vulgaris Extract,Phalaenopsis Amabilis Extract,Calanthe Discolor Extract,Pinus Densiflora Extract,Cymbidium Kanran Extract,Salix Alba Bark Extract,Allantoin,Dipotassium Glycyrrhizinate,Xanthan Gum,Carbomer,PEG-60 Hydrogenated Castor Oil,Polysorbate 80,Glyceryl Acrylate/Acrylic Acid Copolymer,Phenoxyethanol,Fragance,Disodium EDTA,Propanediol,Sodium Hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798335830029,Dulce Carola Revitalizante Máscara peel off exfoliante,10 ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,"Puede contener: Prunus Amigdalus Dulcis (sweet almod) Oil, Royal Jelly Extract, CI 77019/CI 77891, Mica, Titanium Dioxide, Iron Oxides y otros",19,Deionized Water,Polivinyl Alcohol,Alcohol,PVP,Xanthic Gum,Hidroxyethyl Celullose,Water,Ethanol,ethanol,PEG-40 Hydrogenated Castor Oil,Chlorophenesin,Phenyl Salicylate,Farnesol,Chloroxylenol,Dibromohexamidine Isethionate,Polyaminopropyl Biguanide,Acrylates Copolymer,Triethanolamine,Fragance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77959966,Farma Clean Máscara Puntos Negros (con carbón activado de bambú),7 gr,Cuidado Personal;Cuidado Facial;Antiacné,"Puede contener: Fragance (Amyl Cinnamal, Benzyl Salicylate, Citral, Coumarin, Limonene, Linalool)",13,Water,Ethyl Alcohol,Polyvinyl Alcohol,Charcoal Powder,PVP VA Copolymer,PEG-6000 Distearate,Sodium hydroxymethylglycinate,Diazolidinyl Urea,Iodopropynyl Butylcarbamate,Soluble Sulphur,Aloe Barbadensis Leaf Extract,Citrus Limonum Extract,Polyaminopropyl Biguanide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791293037813,Rexona Clinical Aerosol Classic,,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,22,Butane,Isobutane,Propane,Cyclomethicone,Aluminum Sesquichlorohydrate,Calcium Chloride,Glycine,Aqua,PPG-14 Butyl Ether,Parfum,Disteardimonium Hectorite,BHT,Propylene Carbonate,Dimethiconol,Sodium Starch Octenylsuccinate,Hydrolyzed Corn Starch Octenylsuccinate,Gelatin Crosspolymer,Alpha-Isomethyl Ionone,Benzyl Salicylate,Hexyl Cinnamal,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791293037844,Rexona Men Clinical Aerosol,110 ml-67 gr,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,22,Butane,Isobutane,Propane,Cyclomethicone,Aluminum Sesquichlorohydrate,Calcium Chloride,Glycine,Aqua,Parfum,PPG-14 Butyl Ether,Disteardimonium Hectorite,BHT,Propylene Carbonate,Sodium Starch Octenylsuccinate,Hydrolyzed Corn Starch Octenylsuccinate,Dimethiconol,Gelatin Crosspolymer,Citronellol,Coumarin,Hexyl Cinnamal,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891150023420,ACONDICIONADOR DOVE FUERZ HIDRA,200 ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,17,Aqua,Cetearyl Alcohol,Dimethicone,Behentrimonium Chloride,Parfum,Stearamidopropyl Dimethylamine,Amodimethicone,Disodium EDTA,Caffeine,Methylchloroisothiazolinone,Methylisothiazolinone,Buthylphenyl Methylpropional,Coumarin,Limonene,Linalool,Sodium Chloride,Lactic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891024136096,COLGATE PLAX ICE,250 ml,Cuidado Personal;Cuidado Oral;Enjuague Bucal,Contiene 225 ppm de Fluor,15,Aqua,Glycerin,Propylene Glycol,Sorbitol,Poloxamer 338,Poloxamer 407,Aroma,PEG-40 Hydrogenated Castor oil,Cetylpyridinium Chloride,Potassium Sorbate,Sodium Fluoride,Sodium Saccharin,Citric Acid,Sucralose,CI 42051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005808041817,Nivea Body Crema Hidratante,125 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,14,Aqua,Paraffinum Liquidum,Glycerin,Cetearyl Alcohol,Glyceryl Stearate SE,Isopropyl Palmitate,Phenoxyethanol,Dimethicone,Carbomer,Sodium Hydroxide,Maris Sal,Linalool,Limonene,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891150008991,DOVE SHAMPHIDRINTENSA,200 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,27,Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Glycerin,Dimethiconol,Parfum,Gluconolactone,Guar Hydroxypropyltrimonium Chloride,Sodium Sulfate,Trehalose,DMDM Hydantoin,Disodium EDTA,Benzophenone-4,Methylchloroisothiazolinone,Methylisothiazolinone,CI 17200,CI 42090,Amyl Cinnamal,Benzyl Salicylate,Butylphenyl Methylpropional,Hexyl Cinnamal,Limonene,Linalool,Sodium Chloride,Citric Acid,Sodium Hydroxide,PPG-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794490630245,ETIQUET CLASICO,60 gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,20,Aqua,Aluminium chlorohydrate,steareth-2,dimeticone,PPG-15 Stearyl ether,Steareth-20,Fragance,Isopropyl palmitate,Methylparaben,BHT,Calcium disodium EDTA,Buthylphenyl Methylpropional,Alpha-isomethyl Ionone,Amyl Cinnamal,Benzyl Benzoate,Benzyl Salicylate,Citronellol,Eugenol,Isoeugenol,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791520004151,JABON DE GLICERINA VERITAS MENTA Y EUCALIPTO,120 gr,Cuidado Personal;Cuidado Corporal;Jabones,,16,Aqua,Sucrose,Sodium Oleate,Sodium Laurate,Sodium Stearate,Sodium Palmitate,Sodium Myristate,Glycerin,Sodium Caprylate,Alcohol Denat,Sodium Caprate,Fragance,Limonene,Eucalyptus Globulus Leaf Extract,Green 7 (CI 74260),Blue I 5 (CI 74160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005808881512,NIVEA BODYCELULITIS,200 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,20,Aqua,Alcohol Denat,Glycerin,Dimethicone,Acrylate,Phenoxyethanol,Butylene Glycol,Chondrus Crispus Extract,Sodium Polyacrylate,Sodium Hydroxide,Glyceril Glucoside,Carnitine,Ubiquinone,Nelumbo Nucifera Leaf Extract,CI 42090,Limonene,Linalool,Geraniol,Citral,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798064430224,CREMA PARA MANOS Y CUERPO REGENERACIPON INTENSIVA ORDEÑE EVO (265ml),265 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Pieles dañadas Vitamina A + Aloe vera,22,Agua,Propylene Glycol,Ceteareth 20,Cetearyl Alcohol,Cyclomethicone,Stearic Acid,Paraffinum liquidum,Cetyl Alcohol,Triethanolamine,Capric/ Caprylic Triglyceride,Aloe Vera Juice Extract,Dimethicone,Lanolin,Methylparaben,Tocopheryl Acetate,Parfum,CI: 19140,BHT,Propylparabene,Disodium EDTA,Retinyl palmitate,CI: 16255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794207084118,MIDERMUS CREMA DE ORDEí‘E NUTRITIVA HUMECTANTE VITAMINA A&E (250gr),250 gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Alantoina & Aloe Vera,21,Aqua,Cetearyl Alcohol,Petrolatum,Mineral Oil,Cetrimonium Chloride,Ethylhexyl Salicylate,Propylene Glycol,Allantoin,Methylparaben,Tocopheryl Acetate,Butyl Phenyl Methyl Propional,Benzyl Salicylate,Citronellol,Coumarin,d-Limonene,Geraniol,Linalool,Propylparaben,Retinyl Palmitate,Aloe Barbadensis Leaf Extract,Triethanolamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794207084095,MIDERMUS CREMA DE ORDEí‘E NUTRITIVA HUMECTANTE VITAMINA A&E (150gr),150 gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Alantoina & Aloe Vera,21,Aqua,Cetearyl Alcohol,Petrolatum,Mineral Oil,Cetrimonium Chloride,Ethylhexyl Salicylate,Propylene Glycol,Allantoin,Methylparaben,Tocopheryl Acetate,Butyl Phenyl Methyl Propional,Benzyl Salicylate,Citronellol,Coumarin,d-Limonene,Geraniol,Linalool,Propylparaben,Retinyl Palmitate,Aloe Barbadensis Leaf Extract,Triethanolamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798064434284,CREMA PARA MANOS Y CUERPO REGENERACIPON INTENSIVA ORDEÑE EVO (500ml),500 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Pieles dañadas Vitamina A+Aloe vera,22,Agua,Propylene Glycol,Ceteareth 20,Cetearyl Alcohol,Cyclomethicone,Stearic Acid,Paraffinum liquidum,Cetyl Alcohol,Triethanolamine,Capric/ Caprylic Triglyceride,Aloe Vera Juice Extract,Dimethicone,Lanolin,Methylparaben,Tocopheryl Acetate,Parfum,CI: 19140,BHT,Propylparabene,Disodium EDTA,Retinyl palmitate,CI: 16255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790375004378,BAGOVIT A CUIDADOS COTIDIANOS EFECTO SEDA,200 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Con Vitamina A y partí­culas de Zafiro Blanco,42,Water,Cetearyl Alcohol,Glyceryl Stearate,PEG-40 Stearate,Ceteareth-20,Hydroxyethyl Urea,Diisopropyl Sebacate,Cetyl Alcohol,Isostearyl Isostearate,Potassium Cetyl Phosphate,Cetyl Behenate,Behenic Acid,Glycereth-26,Isostearyl Hydroxystearate,Aqua,Propylene glycol,Alcohol,Sodium Pca,Arginine,Lepidium meyenii Root extract,Zingiber officinale root extract,Dimethicone,Dimethiconol,Crambe Abyssinica Seed Oil,Diazolidinyl Urea,Synthetic Sapphire,Methylparaben,Disodium EDTA,Fragance,Sodium Hydroxide,Propylparaben,Retinyl Palmitate,BHT,Alpha Isomethyl Ionone,Benzyl Salicylate,Butylphenyl Methylpropional,Citronellol,Geraniol,Hexyl Cinnamal,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,Hydroxycitronellal,Linalool,,,,,,,,,,,,,,,,,,,
7791520006155,CREMA CORPORAL VERITAS,400 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,"piel normal, hipoalergénica",31,Water,Paraffinum Liquidum,Cetyl Alcohol,Propylhepthyl Caprilate,Cocos Nucifera (Cononut) Oil,Glycerin,Sodium Poliacrylate,Phenoxyethanol,Distearyldimonuim Chloride,Cetearyl Alcohol,Ceteareth 20,Fragance,Lepidium Meyenii (Maca),Root and Zibgirber Officinale (Ginger) Root Extract,Disodium EDTA,Propylene Glycol,Sodium PCA,Linalool,Hexyl Cinnamal,Alcohol,Benzyl Salicylate,Arginine,BHT,Citronellol,Coumarin,Eugenol,Alpha Isomethyl Ionone,Geraniol,Butylphenyl Methylpropional,Benzyl Alcohol,Dehydro Acetic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798095410974,KLORANE AMANDE,200 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Suavidad y Tonicidad,23,Aqua,Sodium Laureth Sulfate,Disodium Cocoamphodiacetate,Prunus Amygdalus dulcis seed extract,Propylene glycol,Sodium chloride,Tea-cocoyl hydrolyzed collagen,Glycol distearate,Acrylates copolymer,Benzoic acid,Citric acid,Cocamide mea,Ethylparaben,Fragance,Laureth-10,Methylisothiazolinone,Methylparaben,Phenoxyethanol,Polyquaternium-22,Prunus amygdalus dulcis fruit extract,Sodium benzoate,Sodium glycolate,Sodium hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474630658448,KÉRASTASE DENSIFIQUE BAIN DENSITÉ,250 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Cabellos finos,26,Aqua,Sodium Laureth Sulfate,Coco-glucoside,Sodium Chloride,Glycerin,Glycol distearate,Cocamide mipa,PPG-5-CETETH-20,Sodium benzoate,Carbomer,Salicylic acid,Polyquaternium-16,Linalool,Citronellol,Serine,Alpha-isomethyl ionone,Hydroxypropyltrimonium hydrolized wheat protein,Isopropanolamine,Aminomethyl propanol,Sodium hyaluronate,"2-oleamido-1,3-octadecanediol",Safflowe glucoside,Geraniol,Sodium hydroxide,Citric acid,Fragance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337872413902,LIPIKAR GEL-FLUIDE LA ROCHE POSAY,400 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,"CON AGUA TERMAL LA ROCHE POSAY, SIN PARABENOS, PIELES SENSIBLES Y SECAS",19,Water,Glycerin,Niacinamide,Dimethicone,Paraffinum Liquidum / Mineral Oil,Caprylic / Capric Triglyceride,Ammonium Acryloyldimethyltaurate / Steareth-25 Metacrylate CROSSPOLYMER,Propylene Glycol,Brassica Campestris Oleifera Oil / Rapeseed Seed Oil,Dimethiconol,Isohexadecane,Disodium Edta,Caprylyl Glycol,Xanthan Gum,Polysorbate 80,Acrylamide / Sodiu Acryloyldimethyltaurate Copolymer,Butyrospermum Parkii Butter/ Shea Butter,Phenoxyethanol,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891150062290,CLEAR SCALPFOODS SHAMPOO ANTICASPA (Detox Diario),200 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,;Sin Colorantes;Sin Parabenos;,26,Aqua / Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Propylene Glycol,Parfum,Carbomer,Zinc pyrithione,Phenoxyethanol,Climbazole,Sodium Chloride,Sodium Salicylate,PPG-9,Guar Hydroxypropyltrimonium Chloryde,Glycerin,Zinc sulfate,Helianthus annuus seed oil,Actinidia chinensis fruit juice,Glycine,Niacinamide,Camelia sinensis leaf extract,Cucumis sativus fruit extract,Alpha-Isomethyl Ionone,Limonene,Linalcol,Citric Acid,Sodium Hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898587761987,ELVIVE ACONDICIONADOR REPARACIÓN RÁPIDA,400 ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,23,Aqua / Water,Cetearyl Alcohol,Alcohol,Behentrimonium Chloride,CETYL ESTERS,quaternium-33,phenoxyethanol,behentrimonium methosulfate,trideceth-6,chlorhexioine digluconate,calendula officinalis flower extract,Linalool,benzyl salicylate,Benzyl alcohol,amodimethicone,isoporpyl alcohol,"2-oleamido-1,3-octadecanediol",propylene glycol,cetrimonium chloride,cetyl alcohol,Citric acid,hexyl cinnamal,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899026487093,CREMA DE TRATAMIENTO ELVIVE KERA-LISO,300 gr,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,27,Aqua / Water,Cetearyl Alcohol,Behentrimonium Chloride,Glycerin,Amodimethicone,Cetyl Esters,Potato Starch Modified,Isopropyl Alcohol,Phenoxyethanol,Argania Spinosa Kernel Oil,Trideceth-6,Chlorhexidine Dihydrochloride,Xylose,Camelina Sativa Seed Oil,Limonene,Linalool,Benzyl Alcohol,Benzyl Salicylate,Alpha-Isomethyl Ionone,Geraniol,Cetrimonium Chloride,Butylphenyl Methylpropional,Citronellol,Bht,Hexyl Cinnamal,Amyl Cinnamal,Parfum / Fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017645008014,Champú Anticaspa Bio Logona,250 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Certificados y sellos: Natrue, BDIH, Vegano",19,Aqua,Alcohol Denat,Coco Glucoside,Glycerin,Disodium Cocoyl Glutamate,Sodium Cocoyl Glutamate,Sodium PCA,Glyceryl Oleate,Rosmarinus Officinalis (Rosemary) Leaf Extract,Juniperus Oxycedrus Wood Oil,Salix Alba (Willow) Bark Extract,Populus Nigra Extract,Betula Alba Leaf Extract,Urtica Dioica (Nettle) Extract,Betaine,Polyglyceryl 10 Laurate,Xanthan Gum,Phytic Acid,Citric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474636349913,KÉRATASE DISCIPLINE OLEO CURL,150 ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,32,Aqua / Water,,CETEARYL ALCOHOL,Glycerin,Cetyl esters,Amodimethicone,Behentrimonium chloride,Phenoxyethanol,isopropyl alcohol,Benzyl salicylate,Trideceth-6,Elaeis guineensis oil/ palm oil,Shorea robusta seed butter,Benzyl alcohol,linalool,Limonene,Cetrimonium chloride,Arginine,Serine,"2-Oleamido-1,3-octadecanediol",Xylose,Glutamic Acid,Alpha-isomethyl ionone,Geraniol,Hydroxypropyltrimonium hydrolyzed wheat protein,Citronellol,cinnamyl alcohol,citral,isoeugenol,hydrolyzed elastin,sodium benzoate,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
