codigo,descripcion,presentacion,rubro_id,observaciones,numero_ingredientes,x0,x1,x2,x3,x4
4025089073161,Crema manos bio Goji Oliva Sante,100,Cuidado Personal;Cuidado Corporal;Manos y Pies,"Certificados: Natrue, BDIH",25,,,,,
5765228835883,Crema de Manos sin Perfume Urtekram,75,Cuidado Personal;Cuidado Corporal;Manos y Pies,,18,,,,,
4033981702034,Crema de Manos Echinacea EcoCosmetics,125,Cuidado Personal;Cuidado Corporal;Manos y Pies,Certificados: EcoCert,18,,,,,
5765228147658,Crema de manos abedul nórdico Urtekram,75,Cuidado Personal;Cuidado Corporal;Manos y Pies,"Certificados: EcoCert, Cruelty free international (CCIC y BUAV), Vegan",25,,,,,
4025089076933,Crema Hidratante facial y corporal Granada Sante,150,Cuidado Personal;Cuidado Facial;Hidratantes,"Certificados: Natrue, BIO",30,,,,,
5765228835838,Crema Corporal Sin Perfume Urtekram,245,Cuidado Personal;Cuidado Corporal;Cremas Corporales,"EcoCert, Cosmos organic. Sin perfume (Ingrediente de Agricultura Orgánica, hecha con ingredientes orgánicos)",19,,,,,
78522040026,Crema cara y cuerpo Aloe Vera 84% Jason,113,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,29,,,,,
7791293005010,SHAMPOO DOVE RECONTRUCCIÓN COMPLETA,400,Cuidado Personal;Cuidado del Cabello;Shampoo,,31,,,,,
301,Desodorante Antitranspirante Roll On Mujer Rexona Clinical Classic,50,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,8,,,,,
7791293036069,Desodorante Antitranspirante Aerosol Mujer Rexona Stay Fresh Bamboo & Aloe Vera,150,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,24,,,,,
7791293032467,Desodorante Antitranspirante Aerosol Mujer Rexona Cotton Dry,150,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,,28,,,,,
7791293037790,DESODORANTE ANTIT EN AEROSOL REXONA FOREST 150ML,150,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,,16,,,,,
7791293032481,DESODORANTE ANTIT EN AEROSOL REXONA INVISIBLE,150,Cuidado Personal;Cuidado Corporal;Desodorantes,,27,,,,,
306,EcoHair RECUPERACION CAPILAR - LOCION SPRAY,125,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,CLINICAMENTE TESTEADO (): Eficacia del 84.6% en la recuperación capilar al día 90 de tratamiento. HIPOALERGÉNICO. CON INGREDIENTES DE ORIGEN NATURAL. NO IRRITA LA PIEL. NO CONTIENE ALCOHOL. SIN PARABENOS. LIBRE DE GLUTEN,6,,,,,
307,EcoHair Shampoo Anti-caída,200,Cuidado Personal;Cuidado del Cabello;Shampoo,HIPOALERGENICO - Con ingredientes de origen natural. Uso diario para todo tipo de cabello. Libre de gluten,16,,,,,
308,EcoHair REPARADOR CAPILAR - BALSAMO ACONDICIONADOR,200,Cuidado Personal;Cuidado del Cabello;Acondicionador,HIPOALERGENICO. CON INGREDIENTES DE ORIGEN NATURAL. LIBRE DE GLUTEN,15,,,,,
309,EcoHair SHAMPOO ANTICASPA,200,Cuidado Personal;Cuidado del Cabello;Shampoo,HIPOALERGENICO. LIBRE DE GLUTEN,18,,,,,
310,UMANE CREMA,200,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,15,,,,,
7509546026800,Caprice Special Fall Control Shampoo,800,Cuidado Personal;Cuidado del Cabello;Shampoo,,6,,,,,
650240033476,Vanart 25 Fl. Oz. Classic Freshness Herbal Shampoo,739,Cuidado Personal;Cuidado del Cabello;Shampoo,,21,,,,,
7509546066417,Shampoo Palmolive Optims Therma Protect,700,Cuidado Personal;Cuidado del Cabello;Shampoo,,26,,,,,
7509546026114,Alert Shampoo 2 en 1. Control caspa,400,Cuidado Personal;Cuidado del Cabello;Shampoo,,13,,,,,
79400922809,Suave Naturals Refreshing Waterfall Mist Shampoo,443,Cuidado Personal;Cuidado del Cabello;Shampoo,,20,,,,,
71249207277,L'Oreal Paris Elvive Color Vibrancy Protecting Shampoo,490,Cuidado Personal;Cuidado del Cabello;Shampoo,,36,,,,,
816559012926,"Alberto VO5 Normal Balancing Shampoo, 12.5 fl. oz",369,Cuidado Personal;Cuidado del Cabello;Shampoo,,18,,,,,
8906019231324,Barbie Conditioning Shampoo Long & Bouncy 200Ml,200,Cuidado Personal;Cuidado del Cabello;Shampoo,,20,,,,,
37836084713,Champú Grisi manzanilla. Brillo luminoso. 13.5 Fl oz,399,Cuidado Personal;Cuidado del Cabello;Shampoo,,21,,,,,
37836084836,Champú Grisi Kids manzanilla,328,Cuidado Personal;Cuidado del Cabello;Niños;Shampoo,,18,,,,,
71249237069,"L'Oreal Paris L'Oreal Kids Extra Gentle 2-in-1 Shampoo, Sunny Orange Swim",266,Cuidado Personal;Cuidado del Cabello;Niños;Shampoo,,22,,,,,
381371178353,Johnson's CottonTouch Newborn Baby Wash & Shampoo,801,Cuidado del Bebé;Para el Baño,,13,,,,,
323,Diana Shampoo Rich in Natural Proteins,1000,Cuidado Personal;Cuidado del Cabello;Shampoo,,22,,,,,
603084491254,"Garnier Fructis Sleek & Shine Shampoo, Frizzy, Dry, Unmanageable Hair 12.5 fl. oz",369,Cuidado Personal;Cuidado del Cabello;Shampoo,,35,,,,,
603084542321,Garnier Fructis Pure Clean Fortifying Shampoo,369,Cuidado Personal;Cuidado del Cabello;Shampoo,,32,,,,,
603084491452,Garnier Fructis Color Shield Fortifying Shampoo for Color-Treated Hair 12.5 fl. oz,369,Cuidado Personal;Cuidado del Cabello;Shampoo,,42,,,,,
3600521707128,L'Oreal Elvive Total Repairs Acondicionador,250,Cuidado Personal;Cuidado del Cabello;Acondicionador,,28,,,,,
3600542024228,Garnier Fructis Champú Fortificador,360,Cuidado Personal;Cuidado del Cabello;Shampoo,,39,,,,,
4001638075107,Weleda 2in1 Shampoo & Body Wash Lima Chispeante,150,Cuidado Personal;Cuidado del Cabello;Shampoo,,17,,,,,
80466444,Desodorante roll on Dove original,50,Cuidado Personal;Cuidado Corporal;Desodorantes,,20,,,,,
4001638099394,Weleda Rosa Mosqueta Aceite Corporal Sedoso,100,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,14,,,,,
78936515,Desodorante roll on Simple Invisible,50,Cuidado Personal;Cuidado Corporal;Desodorantes,,8,,,,,
333,Weleda Crema de Día Alisante,30,Cuidado Personal;Cuidado Facial;Antiarrugas,,28,,,,,
3282779003131,Avéne Agua Termal,300,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,2,,,,,
3337872413025,La Roche Posay Effaclar Mat hidrarante,40,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,24,,,,,
524517683001,Punk Bouquet Body Scrub Bath & Body,250,Cuidado Personal;Cuidado Corporal;Jabones,,19,,,,,
8718951192683,Colgate Plax Soft Mint,250,Cuidado Personal;Cuidado Oral;Enjuague Bucal,,13,,,,,
50440542,Simple Facial Wash Kind to Skin Moisturising,50,Cuidado Personal;Cuidado Facial;Limpieza Facial,,23,,,,,
7891010669843,Johnson's Baby Jabón glicerinado,80,Cuidado del Bebé;Para el Baño,,21,,,,,
7798120265814,CAVIAHUE gel exfoliante facial,100,Cuidado Personal;Cuidado Facial;Exfoliante,,9,,,,,
4743318182940,Organic Shop Lavish Avocado and honey shampoo,280,Cuidado Personal;Cuidado del Cabello;Shampoo,,16,,,,,
342,The Chemist Look Hidratante Piel Mixta,120ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,29,,,,,
7506295302292,Shampoo Herbal Essences Pelo suave e hidratado hidradisíaco,300ml,Cuidado Personal;Cuidado del Cabello;Shampoo,0% Parabenos y parafina,26,,,,,
7501065904522,Acondicionador Herbal Essences Pelo suave e hidratado hidradisíaco,300ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,0% Parabenos Sal* parafina,19,,,,,
4005900399946,Nivea Loción Corporal Vainilla y Aceite de Almendras,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,20,,,,,
7702010420320,Protex Jabón Líquido Aloe,221ml,Cuidado Personal;Cuidado Corporal;Jabones,,20,,,,,
351,Mascarilla Intensiva Argan Oil Herbal Essences,300ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,0% Parabenos Sal* parafina cruelty free,15,,,,,
4005900620552,Jabón Nivea,125gr,Cuidado Personal;Cuidado Corporal;Jabones,,17,,,,,
8717163953051,Toallitas húmedas biodegradables Baby Dove,75 unidades,Cuidado del Bebé;Para Antes o Después del Baño,Cruelty free,8,,,,,
782126200112,Toallitas para bebé Natracare,50 unidades,Cuidado del Bebé;Para Antes o Después del Baño,Organicas Vegetarianas,27,,,,,
4743318166742,Mascarilla Capilar Reparadora Express Miel y aguacate Organic Shop,250ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,,20,,,,,
4017645039643,Aceite desmaquillante ojos Logona,125ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Vegano,10,,,,,
3517360010572,Agua Micelar Aloe Dermo - Piel sensible SO'BIO étic,500ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,13,,,,,
8420649500198,Agua Micelar Limpiadora ARMONIA,300ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,Vegano,15,,,,,
7891024041628,Crema Dental Colgate Sesitive Pro-Alivio Inmediato,60ml,Cuidado Personal;Cuidado Oral;Crema Dental,"Ingredientes Activos: Arginine 8%, Sodium Monofluorophosphste 1.1%",15,,,,,
8710447442456,Exfoliante facial manteca de muru muru & rosa Petal Polish Love Beauty & Planet,125ml,Cuidado Personal;Cuidado Corporal;Exfoliante,"Envase reciclable, Vegano",22,,,,,
4001638086875,Fluido alisante de Rosa de Mosqueta Weleda,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,,27,,,,,
8436560112518,Botanical Crema facial Hidratante Reparadora Higo chumbo Alcaparra Olivo,75ml,Cuidado Personal;Cuidado Facial;Hidratantes,Certificados: BDIH,32,,,,,
3433422406629,La Roche-Posay Anthelios Gel Crema Autobronceador,100ml,Cuidado Personal;Cuidado Corporal;Bronceadores,,22,,,,,
4001638091015,Crema de Noche reafirmante de Granada Weleda,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,,20,,,,,
4025089085201,Loción corporal aloe y açai Sante,500ml,Cuidado Personal;Cuidado Corporal;Hidratantes,Cosmético ecológico certificado por BDIH,22,,,,,
7909189077649,Avon Care restauración de aceite y coco Crema de Manos,75gr,Cuidado Personal;Cuidado Facial;Hidratantes,,15,,,,,
3600541744523,Garnier SkinActive Agua Micelar en Aceite/Óleo,400ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,23,,,,,
3600541594937,Garnier SkinActive Pure Active Agua Micelar Todo en 1,400ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,8,,,,,
7704335586,St. Ives Gentle Smoothing Oatmeal Scrub & Mask,170gr,Cuidado Personal;Cuidado Facial;Exfoliante,Paraben Free Oil Free,19,,,,,
370,REFRESHING BODY WASH ROSE WATER AND ALOE VERA,473ml,Cuidado Personal;Cuidado Facial;Hidratantes,Cruelty free Paraben Free Recycled plastic bottle,20,,,,,
42231509,Nivea Gel Limpiador Facial Equilibrante,150ml,Cuidado Personal;Cuidado Facial;Limpieza Facial,,21,,,,,
7909189079070,Avon Care Hidratación 3 en 1 Locion Facial,90ml,Cuidado Personal;Cuidado Facial;Hidratantes,,12,,,,,
7909189148080,Avon Care Banana Revitalizante Mascarilla Facial,75gr,Cuidado Personal;Cuidado Facial;Limpieza Facial,,18,,,,,
374,Pantene Shampoo Edición de Verano,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Edición Verano,22,,,,,
375,Pantene Crema para Peinar Edición de Verano,300ml,Cuidado Personal;Cuidado del Cabello;Tratamiento Capilar,Edición Verano,25,,,,,
7798140251910,"Goicochea Diabet TX Crema Hidratante Pies, Codos y Manos",400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Para Diábeticos,36,,,,,
19067900002,Herbal Essences Sampoo Pomelo Blanco & Menta Mosa,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,90% Origen Natural,23,,,,,
7500435020169,Head and Shoulders Shampoo Control Caspa Humectación,375ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Humectación,25,,,,,
7500435020671,Head and Shoulders Shampoo control caspa. Control comezón,375ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Control comezón,27,,,,,
7500435147583,Head and Shoulders dermo-acondicionador hidratación,300ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,Hidratación,16,,,,,
501056324889,Pond's Crema C Remueve Maquillaje e Impurezas,100gr,Cuidado Personal;Cuidado Facial;Limpieza Facial,,22,,,,,
501056326142,Pond's Crema S Crema Humectante por 48hrs,100gr,Cuidado Personal;Cuidado Facial;Humectante,,32,,,,,
790010007221,Johnson's Baby Fécula Natural,200gr,Cuidado del Bebé;Para Antes o Después del Baño,Hipoalergenico,2,,,,,
7791001010015_1,Biferdil Bio Color COLORACIÓN PERMANENTE libre de gluten con óleo de argán y quinoa,,Cuidado Personal;Cuidado del Cabello;Coloración,0% amoniaco,16,,,,,
7791001010015_2,Activador cremoso,,,,8,,,,,
7791001010015_3,Shock potenciador del color,,Cuidado Personal;Cuidado del Cabello;Coloración,,10,,,,,
7791001010015_4,Balsam sellador del color,,Cuidado Personal;Cuidado del Cabello;Coloración,,12,,,,,
NOREG7,Sos Natural Crema Hidratante Corporal,120ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,"Libre de parabenos, aromatizantes articiales y derivados de petróleo",9,,,,,
4040218783551,La Biosthetique Botanique Intense Shampoo,250ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"Cetificaciones: natural cosmetics, vegan, World halal Union, global social responsability",15,,,,,
190679000095,Herbal Essences bio: renew Rosemary & Herbs Shampoo,400ml,Cuidado Personal;Cuidado del Cabello;Shampoo,"90% natural origin ingredients 0% Parabenos, Colorants, Silicone",26,,,,,
190679000194,Herbal Essences bio: renew Rosemary & Herbs Conditioner,400ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,"0% Parabenos, Colorants, Salt",22,,,,,
7791274005312,Algabo Quitaesmalte Humectante,100ml,Cuidado Personal;Cuidado Corporal;Manos y Pies,,6,,,,,
7791274190216,Cocoa Beach Aceite Bronceador,250ml,Cuidado Personal;Cuidado Corporal;Bronceadores,,13,,,,,
7798126721314,Mary Bosques Keratina Express Crema para peinar Anti frizz,150ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,,10,,,,,
7500435106382,Pantene Pro-V 3 Minute Miracle Acondicionador Restauración,170ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,18,,,,,
7909189004928,AVON care pepino mask Mascarilla Facial,90gr,Cuidado Personal;Cuidado Facial;Limpieza Facial,,13,,,,,
7791274198342,AlgaboKIDS Mi Villano Favorito Shampoo Chicle,200ml,Cuidado Personal;Cuidado del Cabello;Niños;Shampoo,,12,,,,,
7791274005265,Algobo Espuma de baño Mi Villano Favorito 3,400ml,Cuidado Personal;Cuidado Corporal;Niños;Espuma de Baño Infantil,,16,,,,,
7790010570688,Johnson's baby acondicionador cabello claro,400ml,Cuidado del Bebé;Para el Baño,,14,,,,,
403,Eucerin Hyalorun Filler Hydrating Booster,30ml,Cuidado Personal;Cuidado Facial;Hidratantes,,11,,,,,
404,Garnier Aceite de Noche Multi-Reparador Aceite de Semillas de Cannabis Sativa (Cáñamo),30ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Ingredientes procedentes de agricultura ecológica,17,,,,,
405,Lancôme ADVANCED GÉNIFIQUE,50ml,Cuidado Personal;Cuidado Facial;Hidratantes,,24,,,,,
7793100130090,Odol dientes blancos,90gr,Cuidado Personal;Cuidado Oral;Crema Dental,Contiene monofluorofosfato de sodio (1450 ppm de flúor),13,,,,,
7896015591106,Sensodyne crema dental limpieza profunda,90gr,Cuidado Personal;Cuidado Oral;Crema Dental,"Ingredientes activos: Sodium Fluoride (1426 ppm de ión fluor), Potassium Nitrate 5%",15,,,,,
8480017061874,Crema dental niños - Tutti Frutti - JUNIORSmile,90gr,Cuidado Personal;Cuidado Oral;Niños;Crema Dental,Contiene monofluorofosfato de sodio y fluoruro de sodio (700 ppm de flúor),11,,,,,
7793100130236,NOC 10 Dentrífico Original,50gr,Cuidado Personal;Cuidado Oral;Crema Dental,Contiene monofluorofosfato de sodio y fluoruro de sodio (1450 ppm de flúor),12,,,,,
7891024139165,Odolito crema dental para niños sabor frutilla,50gr,Cuidado Personal;Cuidado Oral;Niños;Crema Dental,Contiene fluoruro de sodio (1100 ppm de flúor),14,,,,,
8480017131638,Crema dental Bonté doble flúor,90gr,Cuidado Personal;Cuidado Oral;Crema Dental,Contiene Monofluorfosfato de Sodio y Fluoruro de Sodio (1500 ppm de Flúor),16,,,,,
NOREG1,Naturalis Acondicionador de Palta,100ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,4,,,,,
NOREG2,Naturalis Shampoo Sólido Macadamia,100ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,8,,,,,
NOREG3,Naturalis Acondicionador de Cacao,100ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,8,,,,,
NOREG4,Naturalis Shampoo Sólido Menta,100ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,6,,,,,
NOREG5,Naturalis Shampoo Sólido para niños,100ml,Cuidado Personal;Cuidado del Cabello;Niños;Shampoo,,9,,,,,
NOREG6,Naturalis Desodorante Natural,100ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,7,,,,,
3574661428031,JOHNSON’S Pure Protect Gel de Manos para Niños,300ml,Cuidado del Bebé;Para el Baño,Formulado para minimizar el riesgo de alergias,21,,,,,
414,JOHNSON’S Baby Baño Suave,750ml,Cuidado del Bebé;Para el Baño,Formulado para minimizar el riesgo de alergias,18,,,,,
3574661428024,JOHNSON’S® Cottontouch™ Baño,500ml,Cuidado del Bebé;Para el Baño,Formulado para minimizar el riesgo de alergias.,21,,,,,
3600541234321,Tinte Negro Ébano 1.0 Olia,-,Cuidado Personal;Cuidado del Cabello;Coloración,sin Amoníaco,23,,,,,
3600541234574,Tinte Chocolate 4.15 Olia,-,Cuidado Personal;Cuidado del Cabello;Coloración,sin Amoníaco,24,,,,,
3600541235021,Tinte Rubio 7.0 Olia,-,Cuidado Personal;Cuidado del Cabello;Coloración,sin Amoníaco,22,,,,,
3600541176294,Tinte Ultra Negro 1.0 Color Sensation Garnier,-,Cuidado Personal;Cuidado del Cabello;Coloración,,19,,,,,
3600541176492,Tinte Castaño 4.0 Garnier,-,Cuidado Personal;Cuidado del Cabello;Coloración,,49,,,,,
3600541448278,Tinte Chocolate 5.35 Nutrisse,-,Cuidado Personal;Cuidado del Cabello;Coloración,,32,,,,,
3600541375673,Tinte Negro 1Nutrisse,-,Cuidado Personal;Cuidado del Cabello;Coloración,,28,,,,,
3600541375772,Tinte Rubio Extra Claro Natural 100 Nutrisse,-,Cuidado Personal;Cuidado del Cabello;Coloración,,28,,,,,
424,Tinte Negro 1 Belle Color,-,Cuidado Personal;Cuidado del Cabello;Coloración,,29,,,,,
425,Tinte Castaño Claro Dorado 5.3 Belle Color,-,Cuidado Personal;Cuidado del Cabello;Coloración,,31,,,,,
8001841240541,"Crema de peinado ""libera tus ondas"" Pantene",270ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,,19,,,,,
8001841240640,"Crema de peinado ""doma tus rizos"" Pantene",270ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,,19,,,,,
428,"Crema de peinado ""suavidad irresistible"" Pantene",270ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,,28,,,,,
429,Hidracrema Rizos Definidos Pantene,270ml,Cuidado Personal;Cuidado del Cabello;Crema para peinar,,27,,,,,
4001638086615,Weleda Leche corporal Onagra,200ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Sin conservantes ni colorantes. Sin perfumes sintéticos. Sin sustancias de origen petroquímico. Apto para veganos.,22,,,,,
4260370435598,Loción corporal MED sal marina & manzanilla BIO Cosnature,250ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,19,,,,,
5701058001326,Loción Corporal Té Verde Matcha Urtekram 245ml,245ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,27,,,,,
18787261101,"Leche corporal de pachuli y lima Dr. Bronners, 240 ml",240ml,Cuidado Personal;Cuidado Corporal;Lociones Corporales,,16,,,,,
5060651240014,Desodorante ecológico Zero Waste Lemongrass y Árbol de Té Kutis,55gr,Cuidado Personal;Cuidado Corporal;Desodorantes,,6,,,,,
4260491220257,"Desodorante (zero waste) Ben&Anna Persian Lime, 60g",60,Cuidado Personal;Cuidado Corporal;Desodorantes,,28,,,,,
4001638500203,Desodorante Roll-On Granada Weleda,50ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,21,,,,,
8414002085149,Desodorante tomillo y salvia Corpore Sano,150ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,16,,,,,
4025089075707,Desodorante spray Mineral Pure Spirit Sante,100ml,Cuidado Personal;Cuidado Corporal;Desodorantes,,4,,,,,
3600531464141,COLOR SENSATIONAL® POWDER MATTE LIPSTICK,1unit,Cuidado Personal;Cosmeticos;Labiales,,33,,,,,
439,MATTE METALLICS LIPSTICK,1unit,Cuidado Personal;Cosmeticos;Labiales,,43,,,,,
3600531363864,MAYBELLINE Color Sensational Matte Nudes 987 Smoky Rose lipstick,1unit,Cuidado Personal;Cosmeticos;Labiales,,29,,,,,
3600531453497,MAYBELLINE FIT ME® MATTE + PORELESS FOUNDATION 107 ROSE BEIGE,50ml,Cuidado Personal;Cosmeticos;Maquillaje,,29,,,,,
3574661428048,JOHNSON’S® Pure Protect Gel para Niños,500ml,Cuidado del Bebé;Para el Baño,,21,,,,,
4001638075107,Weleda Champú y Gel 2 en 1 Kids Lima Chispeante,150ml,Cuidado del Bebé;Para el Baño,Shampoo más jabón,17,,,,,
4001638501408,Champú y Gel 2 en 1 de Menta |Champú Infantil de Weleda,150ml,Cuidado del Bebé;Para el Baño,Shampoo más jabón,17,,,,,
4001638075114,Weleda Champú y Gel 2 en 1 Kids Naranja Frutal,150ml,Cuidado del Bebé;Para el Baño,Shampoo más jabón,17,,,,,
7891150025981,Baby Dove Humectación enriquecida,200ml,Cuidado del Bebé;Para el Baño,Shampoo más jabón,20,,,,,
8710522420713,Baby Dove Hidratación profunda,400ml,Cuidado del Bebé;Para el Baño,Shampoo más jabón,26,,,,,
7891150025967,Baby Dove Humectación sensible,200ml,Cuidado del Bebé;Para el Baño,Shampoo más jabón,20,,,,,
449,Baby Dove Humectación sensible sin fragancia,400ml,Cuidado del Bebé;Para el Baño,"Shampoo más jabón, sin perfume",25,,,,,
18787241608,Dr. Bronners Jabón líquido bebés neutral,945ml,Cuidado del Bebé;Para el Baño,Sin perfume,8,,,,,
3770005798000,Jabón Especial Niños y Bebé 100g Clémence & Vivien,100gr,Cuidado del Bebé;Para el Baño,Jabón sólido natural. Vegano,6,,,,,
4025089078937,Jabón Bio de aloe y limón Sante,500ml,Cuidado Personal;Cuidado Corporal;Jabones,,20,,,,,
3538396516203,Jabón líquido de manos con limón Bio Coslys,1000ml,Cuidado Personal;Cuidado Corporal;Jabones,,17,,,,,
5701058009117,Jabón de manos Sin Perfume Urtekram,300ml,Cuidado Personal;Cuidado Corporal;Jabones,,15,,,,,
7791520009767,Veritas protección eficiente - polvo pédico,180gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,Antibacterial extra seco,13,,,,,
3700194719364,"Kiehl's Ultra Facial Cream, SPF 30",,Cuidado Personal;Cuidado Facial;Hidratantes,,34,,,,,
7791520009736,Veritas suavidad delicada - desodorante el polvo,180gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,Hipoalergénico,11,,,,,
7791520009705,Veritas protección fresca - desodorante en polvo,120gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,Hipoalergénico,19,,,,,
7791293037363,Rexona Efficient Sport - desodorante p/pies en aerosol,88gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,,17,,,,,
3700194712068,Kiehl's Since 1851 Ultra Facial Cream,,Cuidado Personal;Cuidado Facial;Hidratantes,,35,,,,,
3605975080704,Kiehl's Since 1851 Ultra Facial Oil-Free Gel-Cream,,Cuidado Personal;Cuidado Facial;Hidratantes,,19,,,,,
77937,GEL HIDRATANTE FACIAL DERMAGLÓS,,Cuidado Personal;Cuidado Facial;Hidratantes,,30,,,,,
4005808321216,Nivea Body Milk Soft,250ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Piel seca,20,,,,,
4005808315093,Nivea Milk Nutritiva,250ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Piel extra seca,22,,,,,
465,Dove Crema de Manos Cuida y Protege,75ml,Cuidado Personal;Cuidado Corporal;Manos y Pies,Antibacterial,19,,,,,
466,Dove Crema Corporal Cuida y Protege,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Antibacterial,19,,,,,
8711600369283,Dove Delicious Care Crema Corporal Nutrirtiva Aceite de Karité y Vainilla,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,31,,,,,
468,Dove Delicious Care Crema Corporal Nutritiva Leche de Coco y Pétalos de Jazmín,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,37,,,,,
8711600453975,Dove Nutrición Intensiva Crema Corporal,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Piel extra seca,38,,,,,
470,Dove Nutrición Go Fresh Crema Corporal,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Piel normal,34,,,,,
8711600368804,Dove Nutrición Esencial Crema Corporal,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Piel seca,29,,,,,
4025089078920,Loción corporal piña y limón Sante,500ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Vegano - ingredientes procedentes de agricultura biologica,30,,,,,
8436568900810,Emulsión Corporal Hidratante Naobay,400ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Ingredientes procedentes de agricultura ecológica,23,,,,,
4743318166728,Crema Corporal Camelia Japonesa Organic Shop,250ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Ingredientes procedentes de agricultura ecológica,28,,,,,
8400101999869,Gel de Aloe Vera 99% Ecológico Kueshi,250ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Ecológico,9,,,,,
5765228837276,Loción corporal abedul nórdico para piel seca Urtekram,245ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Piel seca - De agricultura ecológica. Hecho con ingredientes orgánicos.,15,,,,,
5765228837269,Crema Corporal Aloe Vera Urtekram,245ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,De agricultura ecológica. / 24% del total de los ingredientes proceden de la agricultura biológica.,24,,,,,
4743318168036,Crema corporal hidratante todo tipo de pieles Oma Gertrude,300ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Ingredientes procedentes de agricultura ecológica,23,,,,,
5765228837870,Loción corporal de Coco Urtekram,245ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,20% orgánico del total,16,,,,,
NREG480,Cremas Naturales Marcela,,Cuidado Personal;Cuidado Corporal;Cremas Corporales,,10,,,,,
4001638098595,"Skin Food Crema de Plantas Medicinales, Weleda",75ml,Cuidado Personal;Cuidado Facial;Hidratantes,Algunos ingredientes son obtenidos a partir de aceites esenciales,20,,,,,
